669,PPARMASCOM200,Paracetamol Masticable 125 mg. x 200 comprimidos,si,paracetamol-masticable-125-mg-x-200-comprimidos
670,PPDI550COM_50,Parafen 500/50 mg x 50 comprimidos,si,parafen-50050-mg-x-50-comprimidos
671,PPRE_20COM100,Prednisona 20 mg. x 100 comprimidos,si,prednisona-20-mg-x-100-comprimidos
672,PPRE__5COM100,Prednisona 5 mg. x 100 comprimidos,si,prednisona-5-mg-x-100-comprimidos
767,PPUN___COM100,Punacap x 100 comprimidos,si,punacap-x-100-comprimidos
768,PPUN___COM_20,Punacap x 20 comprimidos,si,punacap-x-20-comprimidos
774,PROSCUBZAP100BLA,Cubre Zapatos Descartable R&G Blanco 25gr x 100 unidades,si,cubre-zapatos-descartable-rg-blanco-25gr-x-100-unidades
776,PROSCUBZAPANT100CEL,Cubre Zapatos Descartable Antideslizante R&G Celeste 25gr x 100 unidades,si,cubre-zapatos-descartable-antideslizante-rg-celeste-25gr-x-100-unidades
800,PROSMASLIGNIÑ_50BLA,Mascarilla Plana (Barbijo) Para Niños Descartable R&G Blanca x 50 unidades,si,mascarilla-plana-barbijo-para-nios-descartable-rg-blanca-x-50-unidades
803,PROSMASLIG_50CEL,Mascarilla Plana (Barbijo) Descartable R&G Celeste x 50 unidades,si,mascarilla-plana-barbijo-descartable-rg-celeste-x-50-unidades
818,PSAL_20GRA_20,Sal Inglesa 20 g. x 20 sobres,si,sal-inglesa-20-g-x-20-sobres
819,PSAL__2JAR100,Salbutamol 2 mg. Jarabe x 1 Fco. x 100 ml.,si,salbutamol-2-mg-jarabe-x-1-fco-x-100-ml
820,PSAL__4COM_50,Salbutamol 4 mg. x 50 comprimidos,si,salbutamol-4-mg-x-50-comprimidos
916,PSIL100COM_20,Sildenafil 100 mg. x 20 comprimidos (blister x 4),si,sildenafil-100-mg-x-20-comprimidos-blister-x-4
917,PSIL_50COM_20,Sildenafil 50 mg. x 20 comprimidos (blister x 4),si,sildenafil-50-mg-x-20-comprimidos-blister-x-4
918,PSPLUES150,SPLUSH ES x 150 (Tableta edulcorante Estevia 28 mg),si,splush-es-x-150-tableta-edulcorante-estevia-28-mg
919,PSPLUES300,SPLUSH ES x 300 (Tableta edulcorante Estevia 28 mg),si,splush-es-x-300-tableta-edulcorante-estevia-28-mg
920,PSPLUES600,SPLUSH ES x 600 (Tableta edulcorante Estevia 28 mg),si,splush-es-x-600-tableta-edulcorante-estevia-28-mg
921,PSPLUSU150,SPLUSH SU x 150 (Tableta edulcorante Sucralosa 17 mg),si,splush-su-x-150-tableta-edulcorante-sucralosa-17-mg
922,PSPLUSU300,SPLUSH SU x 300 (Tableta edulcorante Sucralosa 17 mg),si,splush-su-x-300-tableta-edulcorante-sucralosa-17-mg
923,PSPLUSU600,SPLUSH SU x 600 (Tableta edulcorante Sucralosa 17 mg),si,splush-su-x-600-tableta-edulcorante-sucralosa-17-mg
924,PSUPBROINSUP50,Supositorio Bronquial Infantil x 50 supositorios,si,supositorio-bronquial-infantil-x-50-supositorios
925,PSUPBROLASUP50,Supositorio Bronquial Lactante x 50 supositorios,si,supositorio-bronquial-lactante-x-50-supositorios
926,PSUPGLIADSUP_50,Supositorio de Glicerina Adulto x 50 supositorios,si,supositorio-de-glicerina-adulto-x-50-supositorios
927,PSUPGLILASUP_50,Supositorio Largo de Glicerina x 50 supositorios,si,supositorio-largo-de-glicerina-x-50-supositorios
928,PSUPKISANI__1,ANILLO VIBRADOR KISS X 1 UNIDAD,si,anillo-vibrador-kiss-x-1-unidad
929,PSUPKISGEL100ML,LUBRICANTE INTIMO EFECTO RETARDANTE X 100ML,si,lubricante-intimo-efecto-retardante-x-100ml
930,PSUPKISPRE__4,PRESERVATIVO KISS CONDOMS PACK X 4,si,preservativo-kiss-condoms-pack-x-4
931,PTET500CAP100,Tetraciclina 500 mg. x 100 cápsulas,si,tetraciclina-500-mg-x-100-cpsulas
933,PVITB1300COM_30,Vitamina B1 300 mg. x 30 comprimidos,si,vitamina-b1-300-mg-x-30-comprimidos
934,PVITC100COM400,Vitamina C 100 mg. x 400 comprimidos,si,vitamina-c-100-mg-x-400-comprimidos
935,PVITC500COM150,Vitamina C 500 mg. x 150 comprimidos,si,vitamina-c-500-mg-x-150-comprimidos
936,PVITC__1GRA_25,Vitamina C 1 g. x 25 sobres,si,vitamina-c-1-g-x-25-sobres
937,PVITC__2GRA_25,Vitamina C 2 g. x 25 sobres,si,vitamina-c-2-g-x-25-sobres
938,PYOD1000LIQ_10,Yodo Povidona 1000 ml. 10% x 1 frasco,si,yodo-povidona-1000-ml-10porciento-x-1-frasco
939,PYOD_10SEM_10,Yodo Povidona 10% Crema x 1 tubo x 10 g.,si,yodo-povidona-10porciento-crema-x-1-tubo-x-10-g
940,PYOD_25LIQ_10,Yodo Povidona solución 25 ml. 10% x 1 frasco,si,yodo-povidona-solucin-25-ml-10porciento-x-1-frasco
